Part Name,eBay Scraped Avg Price,eBay Scraped Low Price,eBay Scraped URL,Scraped Image Filename,eBay Scrape Error,Google Shopping Avg Price,Google Shopping URL,Google Scrape Error
Belts,66.42,19.46,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Belts%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Belts_20250518170301181762.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Belts%20used%20price&tbm=shop,Google Shopping scraping not implemented
Idlers & Tensioners,43.85,16.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Idlers%20%26%20Tensioners%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Idlers_Tensioners_20250518170308711560.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Idlers%20%26%20Tensioners%20used%20price&tbm=shop,Google Shopping scraping not implemented
Pulleys,64.72,15.19,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Pulleys%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Pulleys_20250518170315907550.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Pulleys%20used%20price&tbm=shop,Google Shopping scraping not implemented
Air Filters,99.59,5.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Air%20Filters%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Air_Filters_20250518170324276758.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Air%20Filters%20used%20price&tbm=shop,Google Shopping scraping not implemented
Air Filter Housings,102.91,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Air%20Filter%20Housings%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Air_Filter_Housings_20250518170331661213.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Air%20Filter%20Housings%20used%20price&tbm=shop,Google Shopping scraping not implemented
Carburetors,121.21,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Carburetors%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Carburetors_20250518170338741304.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Carburetors%20used%20price&tbm=shop,Google Shopping scraping not implemented
Fuel Filters,109.71,19.98,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Fuel%20Filters%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Fuel_Filters_20250518170346305976.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Fuel%20Filters%20used%20price&tbm=shop,Google Shopping scraping not implemented
Fuel Injection Parts,126.43,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Fuel%20Injection%20Parts%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Fuel_Injection_Parts_20250518170353166703.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Fuel%20Injection%20Parts%20used%20price&tbm=shop,Google Shopping scraping not implemented
Fuel Pumps,160.25,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Fuel%20Pumps%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Fuel_Pumps_20250518170400355134.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Fuel%20Pumps%20used%20price&tbm=shop,Google Shopping scraping not implemented
Sending Units,108.47,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Sending%20Units%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Sending_Units_20250518170407593058.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Sending%20Units%20used%20price&tbm=shop,Google Shopping scraping not implemented
Fuel Tanks,168.14,19.95,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Fuel%20Tanks%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Fuel_Tanks_20250518170414649290.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Fuel%20Tanks%20used%20price&tbm=shop,Google Shopping scraping not implemented
Filler Necks,76.04,18.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Filler%20Necks%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Filler_Necks_20250518170421501805.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Filler%20Necks%20used%20price&tbm=shop,Google Shopping scraping not implemented
"Hoses, Lines & Pipes",67.67,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Hoses%2C%20Lines%20%26%20Pipes%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Hoses_Lines_Pipes_20250518170428737099.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Hoses%2C%20Lines%20%26%20Pipes%20used%20price&tbm=shop,Google Shopping scraping not implemented
Intake Manifolds,123.65,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Intake%20Manifolds%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Intake_Manifolds_20250518170435723159.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Intake%20Manifolds%20used%20price&tbm=shop,Google Shopping scraping not implemented
Throttle Bodies,63.74,19.99,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Throttle%20Bodies%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Throttle_Bodies_20250518170443056657.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Throttle%20Bodies%20used%20price&tbm=shop,Google Shopping scraping not implemented
Turbos,188.83,16.99,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Turbos%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Turbos_20250518170450156442.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Turbos%20used%20price&tbm=shop,Google Shopping scraping not implemented
Intercoolers,86.2,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Intercoolers%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Intercoolers_20250518170457318412.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Intercoolers%20used%20price&tbm=shop,Google Shopping scraping not implemented
Vacuum Pumps,95.44,16.99,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Vacuum%20Pumps%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Vacuum_Pumps_20250518170504378978.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Vacuum%20Pumps%20used%20price&tbm=shop,Google Shopping scraping not implemented
A/C Compressors,85.64,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20A/C%20Compressors%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_A_C_Compressors_20250518170511353107.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20A/C%20Compressors%20used%20price&tbm=shop,Google Shopping scraping not implemented
A/C Condensers,102.71,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20A/C%20Condensers%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_A_C_Condensers_20250518170519396051.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20A/C%20Condensers%20used%20price&tbm=shop,Google Shopping scraping not implemented
A/C Evaporators,90.21,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20A/C%20Evaporators%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_A_C_Evaporators_20250518170526184868.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20A/C%20Evaporators%20used%20price&tbm=shop,Google Shopping scraping not implemented
A/C Expansion Valves,54.08,6.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20A/C%20Expansion%20Valves%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_A_C_Expansion_Valves_20250518170533222106.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20A/C%20Expansion%20Valves%20used%20price&tbm=shop,Google Shopping scraping not implemented
A/C Hoses & Fittings,74.08,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20A/C%20Hoses%20%26%20Fittings%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_A_C_Hoses_Fittings_20250518170540672139.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20A/C%20Hoses%20%26%20Fittings%20used%20price&tbm=shop,Google Shopping scraping not implemented
A/C Pressure Switches,80.67,12.99,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20A/C%20Pressure%20Switches%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_A_C_Pressure_Switches_20250518170547781902.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20A/C%20Pressure%20Switches%20used%20price&tbm=shop,Google Shopping scraping not implemented
Heater Control Valves,63.34,14.99,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Heater%20Control%20Valves%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Heater_Control_Valves_20250518170556155755.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Heater%20Control%20Valves%20used%20price&tbm=shop,Google Shopping scraping not implemented
Heater Cores,90.57,16.99,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Heater%20Cores%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Heater_Cores_20250518170603459883.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Heater%20Cores%20used%20price&tbm=shop,Google Shopping scraping not implemented
Brake Component Kits,129.94,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Brake%20Component%20Kits%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Brake_Component_Kits_20250518170610381613.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Brake%20Component%20Kits%20used%20price&tbm=shop,Google Shopping scraping not implemented
Brake Disc Rotors,102.56,8.99,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Brake%20Disc%20Rotors%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Brake_Disc_Rotors_20250518170617146253.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Brake%20Disc%20Rotors%20used%20price&tbm=shop,Google Shopping scraping not implemented
Brake Drums,89.24,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Brake%20Drums%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Brake_Drums_20250518170624238847.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Brake%20Drums%20used%20price&tbm=shop,Google Shopping scraping not implemented
Brake Pads,102.39,15.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Brake%20Pads%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Brake_Pads_20250518170631183779.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Brake%20Pads%20used%20price&tbm=shop,Google Shopping scraping not implemented
Brake Pad Wear Sensors,34.7,10.4,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Brake%20Pad%20Wear%20Sensors%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Brake_Pad_Wear_Sensors_20250518170638444341.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Brake%20Pad%20Wear%20Sensors%20used%20price&tbm=shop,Google Shopping scraping not implemented
Coolant Hoses,48.72,8.44,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Coolant%20Hoses%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Coolant_Hoses_20250518170645758250.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Coolant%20Hoses%20used%20price&tbm=shop,Google Shopping scraping not implemented
Cooling Fans,99.87,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Cooling%20Fans%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Cooling_Fans_20250518170652858070.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Cooling%20Fans%20used%20price&tbm=shop,Google Shopping scraping not implemented
Oil Coolers,108.95,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Oil%20Coolers%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Oil_Coolers_20250518170659972067.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Oil%20Coolers%20used%20price&tbm=shop,Google Shopping scraping not implemented
Radiators,178.24,20.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Radiators%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Radiators_20250518170707280680.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Radiators%20used%20price&tbm=shop,Google Shopping scraping not implemented
Thermostats & Housings,52.42,10.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Thermostats%20%26%20Housings%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Thermostats_Housings_20250518170713975281.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Thermostats%20%26%20Housings%20used%20price&tbm=shop,Google Shopping scraping not implemented
Water Pumps,77.83,19.5,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Water%20Pumps%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Water_Pumps_20250518170720869251.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Water%20Pumps%20used%20price&tbm=shop,Google Shopping scraping not implemented
"Camshafts, Lifters & Parts",94.46,8.99,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Camshafts%2C%20Lifters%20%26%20Parts%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Camshafts_Lifters_Parts_20250518170728060854.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Camshafts%2C%20Lifters%20%26%20Parts%20used%20price&tbm=shop,Google Shopping scraping not implemented
Engine Blocks,1221.16,19.99,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Engine%20Blocks%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Engine_Blocks_20250518170735537970.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Engine%20Blocks%20used%20price&tbm=shop,Google Shopping scraping not implemented
Engine Gaskets & Seals,134.81,17.0,https://www.ebay.com/sch/i.html?_from=R40&_nkw=2012%20MINI%20Hardtop%20Engine%20Gaskets%20%26%20Seals%20used&LH_ItemCondition=3000&LH_LocatedIn=US&rt=1&LH_PrefLoc=1&_sacat=6030,WMWSU3C5XCT542504_Engine_Gaskets_Seals_20250518170742925418.png,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Engine%20Gaskets%20%26%20Seals%20used%20price&tbm=shop,Google Shopping scraping not implemented
